muniCd,PrefNo,Pref,City,JCCCd,JCC_text,WDCd,WDCd_text,SHCd,SHCd_Text,JCGCd,JCG_text
25425,23,滋賀県,愛荘町,,,,,,,23003,愛知郡
25441,23,滋賀県,豊郷町,,,,,,,23002,犬上郡
25442,23,滋賀県,甲良町,,,,,,,23002,犬上郡
25443,23,滋賀県,多賀町,,,,,,,23002,犬上郡
26100,22,京都府,京都市,2201,京都市,,,,,,
26101,22,京都府,京都市 北区,2201,京都市,220101, 北区,,,,
26102,22,京都府,京都市 上京区,2201,京都市,220102, 上京区,,,,
26103,22,京都府,京都市 左京区,2201,京都市,220103, 左京区,,,,
26104,22,京都府,京都市 中京区,2201,京都市,220104, 中京区,,,,
26105,22,京都府,京都市 東山区,2201,京都市,220105, 東山区,,,,
26106,22,京都府,京都市 下京区,2201,京都市,220106, 下京区,,,,
26107,22,京都府,京都市 南区,2201,京都市,220107, 南区,,,,
26108,22,京都府,京都市 右京区,2201,京都市,220108, 右京区,,,,
26109,22,京都府,京都市 伏見区,2201,京都市,220109, 伏見区,,,,
26110,22,京都府,京都市 山科区,2201,京都市,220110, 山科区,,,,
26111,22,京都府,京都市 西京区,2201,京都市,220111, 西京区,,,,
26201,22,京都府,福知山市,2202,福知山市,,,,,,
26202,22,京都府,舞鶴市,2203,舞鶴市,,,,,,
26203,22,京都府,綾部市,2204,綾部市,,,,,,
26204,22,京都府,宇治市,2205,宇治市,,,,,,
26205,22,京都府,宮津市,2206,宮津市,,,,,,
26206,22,京都府,亀岡市,2207,亀岡市,,,,,,
26207,22,京都府,城陽市,2208,城陽市,,,,,,
26208,22,京都府,向日市,2210,向日市,,,,,,
26209,22,京都府,長岡京市,2209,長岡京市,,,,,,
26210,22,京都府,八幡市,4004,八幡市,,,,,,
26211,22,京都府,京田辺市,2212,京田辺市,,,,,,
26212,22,京都府,京丹後市,2213,京丹後市,,,,,,
26213,22,京都府,南丹市,2214,南丹市,,,,,,
26214,22,京都府,木津川市,2215,木津川市,,,,,,
26303,22,京都府,大山崎町,,,,,,,22003,乙訓郡
26322,22,京都府,久御山町,,,,,,,22006,久世郡
26343,22,京都府,井手町,,,,,,,22010,綴喜郡
26344,22,京都府,宇治田原町,,,,,,,22010,綴喜郡
26364,22,京都府,笠置町,,,,,,,22008,相楽郡
26365,22,京都府,和束町,,,,,,,22008,相楽郡
26366,22,京都府,精華町,,,,,,,22008,相楽郡
26367,22,京都府,南山城村,,,,,,,22008,相楽郡
26407,22,京都府,京丹波町,,,,,,,22012,船井郡
26463,22,京都府,伊根町,,,,,,,22014,与謝郡
26465,22,京都府,与謝野町,,,,,,,22014,与謝郡
27100,25,大阪府,大阪市,2501,大阪市,,,,,,
27102,25,大阪府,大阪市 都島区,2501,大阪市,250102, 都島区,,,,
27103,25,大阪府,大阪市 福島区,2501,大阪市,250103, 福島区,,,,
27104,25,大阪府,大阪市 此花区,2501,大阪市,250104, 此花区,,,,
27106,25,大阪府,大阪市 西区,2501,大阪市,250106, 西区,,,,
27107,25,大阪府,大阪市 港区,2501,大阪市,250107, 港区,,,,
27108,25,大阪府,大阪市 大正区,2501,大阪市,250108, 大正区,,,,
27109,25,大阪府,大阪市 天王寺区,2501,大阪市,250109, 天王寺区,,,,
27111,25,大阪府,大阪市 浪速区,2501,大阪市,250111, 浪速区,,,,
27113,25,大阪府,大阪市 西淀川区,2501,大阪市,250113, 西淀川区,,,,
27114,25,大阪府,大阪市 東淀川区,2501,大阪市,250114, 東淀川区,,,,
27115,25,大阪府,大阪市 東成区,2501,大阪市,250115, 東成区,,,,
27116,25,大阪府,大阪市 生野区,2501,大阪市,250116, 生野区,,,,
27117,25,大阪府,大阪市 旭区,2501,大阪市,250117, 旭区,,,,
27118,25,大阪府,大阪市 城東区,2501,大阪市,250118, 城東区,,,,
27119,25,大阪府,大阪市 阿倍野区,2501,大阪市,250119, 阿倍野区,,,,
27120,25,大阪府,大阪市 住吉区,2501,大阪市,250120, 住吉区,,,,
27121,25,大阪府,大阪市 東住吉区,2501,大阪市,250121, 東住吉区,,,,
27122,25,大阪府,大阪市 西成区,2501,大阪市,250122, 西成区,,,,
27123,25,大阪府,大阪市 淀川区,2501,大阪市,250123, 淀川区,,,,
27124,25,大阪府,大阪市 鶴見区,2501,大阪市,250124, 鶴見区,,,,
27125,25,大阪府,大阪市 住之江区,2501,大阪市,250125, 住之江区,,,,
27126,25,大阪府,大阪市 平野区,2501,大阪市,250126, 平野区,,,,
27127,25,大阪府,大阪市 北区,2501,大阪市,250101, 北区,,,,
27128,25,大阪府,大阪市 中央区,2501,大阪市,250127, 中央区,,,,
27140,25,大阪府,堺市,2502,堺市,,,,,,
27141,25,大阪府,堺市 堺区,2502,堺市,250201, 堺区,,,,
27142,25,大阪府,堺市 中区,2502,堺市,250202, 中区,,,,
27143,25,大阪府,堺市 東区,2502,堺市,250203, 東区,,,,
27144,25,大阪府,堺市 西区,2502,堺市,250204, 西区,,,,
27145,25,大阪府,堺市 南区,2502,堺市,250205, 南区,,,,
27146,25,大阪府,堺市 北区,2502,堺市,250206, 北区,,,,
27147,25,大阪府,堺市 美原区,2502,堺市,250207, 美原区,,,,
27202,25,大阪府,岸和田市,2503,岸和田市,,,,,,
27203,25,大阪府,豊中市,2504,豊中市,,,,,,
27204,25,大阪府,池田市,2506,池田市,,,,,,
27205,25,大阪府,吹田市,2507,吹田市,,,,,,
27206,25,大阪府,泉大津市,2508,泉大津市,,,,,,
27207,25,大阪府,高槻市,2509,高槻市,,,,,,
27208,25,大阪府,貝塚市,2510,貝塚市,,,,,,
27209,25,大阪府,守口市,2511,守口市,,,,,,
27210,25,大阪府,枚方市,2512,枚方市,,,,,,
27211,25,大阪府,茨木市,2513,茨木市,,,,,,
27212,25,大阪府,八尾市,2514,八尾市,,,,,,
27213,25,大阪府,泉佐野市,2515,泉佐野市,,,,,,
27214,25,大阪府,富田林市,2516,富田林市,,,,,,
27215,25,大阪府,寝屋川市,2517,寝屋川市,,,,,,
27216,25,大阪府,河内長野市,2518,河内長野市,,,,,,
27217,25,大阪府,松原市,2521,松原市,,,,,,
27218,25,大阪府,大東市,2522,大東市,,,,,,
27219,25,大阪府,和泉市,2523,和泉市,,,,,,
27220,25,大阪府,箕面市,2524,箕面市,,,,,,
27221,25,大阪府,柏原市,2525,柏原市,,,,,,
27222,25,大阪府,羽曳野市,2526,羽曳野市,,,,,,
27223,25,大阪府,門真市,2527,門真市,,,,,,
27224,25,大阪府,摂津市,2528,摂津市,,,,,,
27225,25,大阪府,高石市,2530,高石市,,,,,,
27226,25,大阪府,藤井寺市,2529,藤井寺市,,,,,,
27227,25,大阪府,東大阪市,2531,東大阪市,,,,,,
27228,25,大阪府,泉南市,2532,泉南市,,,,,,
27229,25,大阪府,四條畷市,2533,四條畷市,,,,,,
27230,25,大阪府,交野市,2534,交野市,,,,,,
27231,25,大阪府,大阪狭山市,2535,大阪狭山市,,,,,,
27232,25,大阪府,阪南市,2536,阪南市,,,,,,
27301,25,大阪府,島本町,,,,,,,25006,三島郡
27321,25,大阪府,豊能町,,,,,,,25004,豊能郡
27322,25,大阪府,能勢町,,,,,,,25004,豊能郡
27341,25,大阪府,忠岡町,,,,,,,25003,泉北郡
27361,25,大阪府,熊取町,,,,,,,25002,泉南郡
27362,25,大阪府,田尻町,,,,,,,25002,泉南郡
27366,25,大阪府,岬町,,,,,,,21009,桑名郡
27381,25,大阪府,太子町(大阪),,,,,,,25007,南河内郡
27382,25,大阪府,河南町,,,,,,,25007,南河内郡
27383,25,大阪府,千早赤阪村,,,,,,,25007,南河内郡
28100,27,兵庫県,神戸市,2701,神戸市,,,,,,
28101,27,兵庫県,神戸市 東灘区,2701,神戸市,270101, 東灘区,,,,
28102,27,兵庫県,神戸市 灘区,2701,神戸市,270102, 灘区,,,,
28105,27,兵庫県,神戸市 兵庫区,2701,神戸市,270103, 兵庫区,,,,
28106,27,兵庫県,神戸市 長田区,2701,神戸市,270104, 長田区,,,,
28107,27,兵庫県,神戸市 須磨区,2701,神戸市,270105, 須磨区,,,,
28108,27,兵庫県,神戸市 垂水区,2701,神戸市,270106, 垂水区,,,,
28109,27,兵庫県,神戸市 北区,2701,神戸市,270107, 北区,,,,
28110,27,兵庫県,神戸市 中央区,2701,神戸市,270108, 中央区,,,,
28111,27,兵庫県,神戸市 西区,2701,神戸市,270109, 西区,,,,
28201,27,兵庫県,姫路市,2702,姫路市,,,,,,
28202,27,兵庫県,尼崎市,2703,尼崎市,,,,,,
28203,27,兵庫県,明石市,2704,明石市,,,,,,
28204,27,兵庫県,西宮市,2705,西宮市,,,,,,
28205,27,兵庫県,洲本市,2706,洲本市,,,,,,
28206,27,兵庫県,芦屋市,2707,芦屋市,,,,,,
28207,27,兵庫県,伊丹市,2708,伊丹市,,,,,,
28208,27,兵庫県,相生市,2709,相生市,,,,,,
28209,27,兵庫県,豊岡市,2710,豊岡市,,,,,,
28210,27,兵庫県,加古川市,2711,加古川市,,,,,,
28212,27,兵庫県,赤穂市,2713,赤穂市,,,,,,
28213,27,兵庫県,西脇市,2714,西脇市,,,,,,
28214,27,兵庫県,宝塚市,2715,宝塚市,,,,,,
28215,27,兵庫県,三木市,2716,三木市,,,,,,
28216,27,兵庫県,高砂市,2717,高砂市,,,,,,
28217,27,兵庫県,川西市,2718,川西市,,,,,,
28218,27,兵庫県,小野市,2719,小野市,,,,,,
28219,27,兵庫県,三田市,2720,三田市,,,,,,
28220,27,兵庫県,加西市,2721,加西市,,,,,,
28221,27,兵庫県,丹波篠山市,2731,丹波篠山市,,,,,,
28222,27,兵庫県,養父市,2723,養父市,,,,,,
28223,27,兵庫県,丹波市,2724,丹波市,,,,,,
28224,27,兵庫県,南あわじ市,2725,南あわじ市,,,,,,
28225,27,兵庫県,朝来市,2726,朝来市,,,,,,
28226,27,兵庫県,淡路市,2727,淡路市,,,,,,
28227,27,兵庫県,宍粟市,2728,宍粟市,,,,,,
28228,27,兵庫県,加東市,2729,加東市,,,,,,
28229,27,兵庫県,たつの市,2730,たつの市,,,,,,
28301,27,兵庫県,猪名川町,,,,,,,46007,川辺郡
28365,27,兵庫県,多可町,,,,,,,27016,多可郡
28381,27,兵庫県,稲美町,,,,,,,27007,加古郡
28382,27,兵庫県,播磨町,,,,,,,27007,加古郡
28442,27,兵庫県,市川町,,,,,,,27011,神崎郡
28443,27,兵庫県,福崎町,,,,,,,27011,神崎郡
28446,27,兵庫県,神河町,,,,,,,27011,神崎郡
28464,27,兵庫県,太子町(兵庫),,,,,,,27005,揖保郡
28481,27,兵庫県,上郡町,,,,,,,27001,赤穂郡
28501,27,兵庫県,佐用町,,,,,,,27013,佐用郡
28585,27,兵庫県,香美町,,,,,,,27020,美方郡
28586,27,兵庫県,新温泉町,,,,,,,27020,美方郡
29201,24,奈良県,奈良市,2401,奈良市,,,,,,
29202,24,奈良県,大和高田市,2402,大和高田市,,,,,,
29203,24,奈良県,大和郡山市,2403,大和郡山市,,,,,,
29204,24,奈良県,天理市,2404,天理市,,,,,,
29205,24,奈良県,橿原市,2405,橿原市,,,,,,
29206,24,奈良県,桜井市,2406,桜井市,,,,,,
29207,24,奈良県,五條市,2407,五條市,,,,,,
29208,24,奈良県,御所市,2408,御所市,,,,,,
29209,24,奈良県,生駒市,2409,生駒市,,,,,,
29210,24,奈良県,香芝市,2410,香芝市,,,,,,
29211,24,奈良県,葛城市,2411,葛城市,,,,,,
29212,24,奈良県,宇陀市,2412,宇陀市,,,,,,
29322,24,奈良県,山添村,,,,,,,24009,山辺郡
29342,24,奈良県,平群町,,,,,,,24001,生駒郡
29343,24,奈良県,三郷町,,,,,,,17004,西八代郡
29344,24,奈良県,斑鳩町,,,,,,,24001,生駒郡
29345,24,奈良県,安堵町,,,,,,,24001,生駒郡
29361,24,奈良県,川西町(奈良),,,,,,,24005,磯城郡
29362,24,奈良県,三宅町,,,,,,,24005,磯城郡
29363,24,奈良県,田原本町,,,,,,,24005,磯城郡
29385,24,奈良県,曽爾村,,,,,,,24002,宇陀郡
29386,24,奈良県,御杖村,,,,,,,24002,宇陀郡
29401,24,奈良県,高取町,,,,,,,24007,高市郡
29402,24,奈良県,明日香村,,,,,,,24007,高市郡
29424,24,奈良県,上牧町,,,,,,,24004,北葛城郡
29425,24,奈良県,王寺町,,,,,,,24004,北葛城郡
29426,24,奈良県,広陵町,,,,,,,24004,北葛城郡
29427,24,奈良県,河合町,,,,,,,24004,北葛城郡
29441,24,奈良県,吉野町,,,,,,,24010,吉野郡
29442,24,奈良県,大淀町,,,,,,,24010,吉野郡
29443,24,奈良県,下市町,,,,,,,24010,吉野郡
29444,24,奈良県,黒滝村,,,,,,,24010,吉野郡
29446,24,奈良県,天川村,,,,,,,24010,吉野郡
29447,24,奈良県,野迫川村,,,,,,,24010,吉野郡
29449,24,奈良県,十津川村,,,,,,,24010,吉野郡
29450,24,奈良県,下北山村,,,,,,,24010,吉野郡
29451,24,奈良県,上北山村,,,,,,,24010,吉野郡
29452,24,奈良県,川上村(奈良),,,,,,,24010,吉野郡
29453,24,奈良県,東吉野村,,,,,,,24010,吉野郡
30201,26,和歌山県,和歌山市,2601,和歌山市,,,,,,
30202,26,和歌山県,海南市,2603,海南市,,,,,,
30203,26,和歌山県,橋本市,2606,橋本市,,,,,,
30204,26,和歌山県,有田市,2607,有田市,,,,,,
30205,26,和歌山県,御坊市,2605,御坊市,,,,,,
30206,26,和歌山県,田辺市,2604,田辺市,,,,,,
30207,26,和歌山県,新宮市,2602,新宮市,,,,,,
30208,26,和歌山県,紀の川市,2608,紀の川市,,,,,,
30209,26,和歌山県,岩出市,2609,岩出市,,,,,,
30304,26,和歌山県,紀美野町,,,,,,,26003,海草郡
30341,26,和歌山県,かつらぎ町,,,,,,,26002,伊都郡
30343,26,和歌山県,九度山町,,,,,,,26002,伊都郡
30344,26,和歌山県,高野町,,,,,,,26002,伊都郡
30361,26,和歌山県,湯浅町,,,,,,,26001,有田郡
30362,26,和歌山県,広川町(和歌山),,,,,,,26001,有田郡
30366,26,和歌山県,有田川町,,,,,,,26001,有田郡
30381,26,和歌山県,美浜町(和歌山),,,,,,,26007,日高郡
30382,26,和歌山県,日高町(和歌山),,,,,,,26007,日高郡
30383,26,和歌山県,由良町,,,,,,,26007,日高郡
30390,26,和歌山県,印南町,,,,,,,26007,日高郡
30391,26,和歌山県,みなべ町,,,,,,,26007,日高郡
30392,26,和歌山県,日高川町,,,,,,,26007,日高郡
30401,26,和歌山県,白浜町,,,,,,,26005,西牟婁郡
30404,26,和歌山県,上富田町,,,,,,,26005,西牟婁郡
30406,26,和歌山県,すさみ町,,,,,,,26005,西牟婁郡
30421,26,和歌山県,那智勝浦町,,,,,,,26006,東牟婁郡
30422,26,和歌山県,太地町,,,,,,,26006,東牟婁郡
30424,26,和歌山県,古座川町,,,,,,,26006,東牟婁郡
30427,26,和歌山県,北山村,,,,,,,24010,吉野郡
30428,26,和歌山県,串本町,,,,,,,26006,東牟婁郡
31201,34,鳥取県,鳥取市,3401,鳥取市,,,,,,
31202,34,鳥取県,米子市,3403,米子市,,,,,,
31203,34,鳥取県,倉吉市,3402,倉吉市,,,,,,
31204,34,鳥取県,境港市,3404,境港市,,,,,,
31302,34,鳥取県,岩美町,,,,,,,34001,岩美郡
31325,34,鳥取県,若桜町,,,,,,,34006,八頭郡
31328,34,鳥取県,智頭町,,,,,,,34006,八頭郡
31329,34,鳥取県,八頭町,,,,,,,34006,八頭郡
31364,34,鳥取県,三朝町,,,,,,,34004,東伯郡
31370,34,鳥取県,湯梨浜町,,,,,,,34004,東伯郡
31371,34,鳥取県,琴浦町,,,,,,,34004,東伯郡
31372,34,鳥取県,北栄町,,,,,,,34004,東伯郡
31384,34,鳥取県,日吉津村,,,,,,,34003,西伯郡
31386,34,鳥取県,大山町,,,,,,,34003,西伯郡
31389,34,鳥取県,南部町(鳥取),,,,,,,34003,西伯郡
31390,34,鳥取県,伯耆町,,,,,,,34003,西伯郡
31401,34,鳥取県,日南町,,,,,,,34005,日野郡
31402,34,鳥取県,日野町(鳥取),,,,,,,34005,日野郡
31403,34,鳥取県,江府町,,,,,,,34005,日野郡
32201,32,島根県,松江市,3201,松江市,,,,,,
32202,32,島根県,浜田市,3202,浜田市,,,,,,
32203,32,島根県,出雲市,3203,出雲市,,,,,,
32204,32,島根県,益田市,3204,益田市,,,,,,
32205,32,島根県,大田市,3205,大田市,,,,,,
32206,32,島根県,安来市,3206,安来市,,,,,,
32207,32,島根県,江津市,3207,江津市,,,,,,
32209,32,島根県,雲南市,3209,雲南市,,,,,,
32343,32,島根県,奥出雲町,,,,,,,32012,仁多郡
32386,32,島根県,飯南町,,,,,,,32003,飯石郡
32441,32,島根県,川本町,,,,,,,32004,邑智郡
32448,32,島根県,美郷町(島根),,,,,,,32004,邑智郡
32449,32,島根県,邑南町,,,,,,,32004,邑智郡
32501,32,島根県,津和野町,,,,,,,32008,鹿足郡
32505,32,島根県,吉賀町,,,,,,,32008,鹿足郡
32525,32,島根県,海士町,,,,,,,32006,隠岐郡
32526,32,島根県,西ノ島町,,,,,,,32006,隠岐郡
32527,32,島根県,知夫村,,,,,,,32006,隠岐郡
32528,32,島根県,隠岐の島町,,,,,,,32006,隠岐郡
33100,31,岡山県,岡山市,3101,岡山市,,,,,,
33101,31,岡山県,岡山市 北区,3101,岡山市,310101, 北区,,,,
33102,31,岡山県,岡山市 中区,3101,岡山市,310102, 中区,,,,
33103,31,岡山県,岡山市 東区,3101,岡山市,310103, 東区,,,,
33104,31,岡山県,岡山市 南区,3101,岡山市,310104, 南区,,,,
33202,31,岡山県,倉敷市,3102,倉敷市,,,,,,
33203,31,岡山県,津山市,3103,津山市,,,,,,
33204,31,岡山県,玉野市,3104,玉野市,,,,,,
33205,31,岡山県,笠岡市,3107,笠岡市,,,,,,
33207,31,岡山県,井原市,3109,井原市,,,,,,
33208,31,岡山県,総社市,3110,総社市,,,,,,
33209,31,岡山県,高梁市,3111,高梁市,,,,,,
33210,31,岡山県,新見市,3112,新見市,,,,,,
33211,31,岡山県,備前市,3113,備前市,,,,,,
33212,31,岡山県,瀬戸内市,3114,瀬戸内市,,,,,,
33213,31,岡山県,赤磐市,3115,赤磐市,,,,,,
33214,31,岡山県,真庭市,3116,真庭市,,,,,,
33215,31,岡山県,美作市,3117,美作市,,,,,,
33216,31,岡山県,浅口市,3118,浅口市,,,,,,
33346,31,岡山県,和気町,,,,,,,31019,和気郡
33423,31,岡山県,早島町,,,,,,,31015,都窪郡
33445,31,岡山県,里庄町,,,,,,,31003,浅口郡
33461,31,岡山県,矢掛町,,,,,,,31006,小田郡
33586,31,岡山県,新庄村,,,,,,,31017,真庭郡
33606,31,岡山県,鏡野町,,,,,,,31016,苫田郡
33622,31,岡山県,勝央町,,,,,,,31007,勝田郡
33623,31,岡山県,奈義町,,,,,,,31007,勝田郡
33643,31,岡山県,西粟倉村,,,,,,,31001,英田郡
33663,31,岡山県,久米南町,,,,,,,31010,久米郡
33666,31,岡山県,美咲町,,,,,,,31010,久米郡
33681,31,岡山県,吉備中央町,,,,,,,31020,加賀郡
34100,35,広島県,広島市,3501,広島市,,,,,,
34101,35,広島県,広島市 中区,3501,広島市,350101, 中区,,,,
34102,35,広島県,広島市 東区,3501,広島市,350102, 東区,,,,
34103,35,広島県,広島市 南区,3501,広島市,350103, 南区,,,,
34104,35,広島県,広島市 西区,3501,広島市,350104, 西区,,,,
34105,35,広島県,広島市 安佐南区,3501,広島市,350105, 安佐南区,,,,
34106,35,広島県,広島市 安佐北区,3501,広島市,350106, 安佐北区,,,,
34107,35,広島県,広島市 安芸区,3501,広島市,350107, 安芸区,,,,
34108,35,広島県,広島市 佐伯区,3501,広島市,350108, 佐伯区,,,,
34202,35,広島県,呉市,3502,呉市,,,,,,
34203,35,広島県,竹原市,3503,竹原市,,,,,,
34204,35,広島県,三原市,3504,三原市,,,,,,
34205,35,広島県,尾道市,3505,尾道市,,,,,,
34207,35,広島県,福山市,3508,福山市,,,,,,
34208,35,広島県,府中市(広島),3509,府中市(広島),,,,,,
34209,35,広島県,三次市,3510,三次市,,,,,,
34210,35,広島県,庄原市,3511,庄原市,,,,,,
34211,35,広島県,大竹市,3512,大竹市,,,,,,
34212,35,広島県,東広島市,3513,東広島市,,,,,,
34213,35,広島県,廿日市市,3514,廿日市市,,,,,,
34214,35,広島県,安芸高田市,3515,安芸高田市,,,,,,
34215,35,広島県,江田島市,3516,江田島市,,,,,,
34302,35,広島県,府中町,,,,,,,39002,安芸郡
34304,35,広島県,海田町,,,,,,,39002,安芸郡
34307,35,広島県,熊野町,,,,,,,39002,安芸郡
34309,35,広島県,坂町,,,,,,,4002,鹿角郡
34368,35,広島県,安芸太田町,,,,,,,35016,山県郡
34369,35,広島県,北広島町,,,,,,,35016,山県郡
34431,35,広島県,大崎上島町,,,,,,,35010,豊田郡
34462,35,広島県,世羅町,,,,,,,35008,世羅郡
34545,35,広島県,神石高原町,,,,,,,35007,神石郡
35201,33,山口県,下関市,3302,下関市,,,,,,
35202,33,山口県,宇部市,3303,宇部市,,,,,,
35203,33,山口県,山口市,3301,山口市,,,,,,
35204,33,山口県,萩市,3304,萩市,,,,,,
35206,33,山口県,防府市,3306,防府市,,,,,,
35207,33,山口県,下松市,3307,下松市,,,,,,
35208,33,山口県,岩国市,3308,岩国市,,,,,,
35210,33,山口県,光市,3310,光市,,,,,,
35211,33,山口県,長門市,3311,長門市,,,,,,
35212,33,山口県,柳井市,3312,柳井市,,,,,,
35213,33,山口県,美祢市,3313,美祢市,,,,,,
35215,33,山口県,周南市,3315,周南市,,,,,,
35216,33,山口県,山陽小野田市,3316,山陽小野田市,,,,,,
35305,33,山口県,周防大島町,,,,,,,46005,大島郡
35321,33,山口県,和木町,,,,,,,33005,玖珂郡
35341,33,山口県,上関町,,,,,,,46009,熊毛郡
35343,33,山口県,田布施町,,,,,,,46009,熊毛郡
35344,33,山口県,平生町,,,,,,,46009,熊毛郡
35502,33,山口県,阿武町,,,,,,,33002,阿武郡
36201,37,徳島県,徳島市,3701,徳島市,,,,,,
36202,37,徳島県,鳴門市,3702,鳴門市,,,,,,
36203,37,徳島県,小松島市,3703,小松島市,,,,,,
36204,37,徳島県,阿南市,3704,阿南市,,,,,,
36205,37,徳島県,吉野川市,3705,吉野川市,,,,,,
36206,37,徳島県,阿波市,3706,阿波市,,,,,,
36207,37,徳島県,美馬市,3707,美馬市,,,,,,
36208,37,徳島県,三好市,3708,三好市,,,,,,
36301,37,徳島県,勝浦町,,,,,,,26006,東牟婁郡
36302,37,徳島県,上勝町,,,,,,,37005,勝浦郡
36321,37,徳島県,佐那河内村,,,,,,,37008,名東郡
36341,37,徳島県,石井町,,,,,,,37007,名西郡
36342,37,徳島県,神山町,,,,,,,37007,名西郡
36368,37,徳島県,那賀町,,,,,,,37006,那賀郡
36383,37,徳島県,牟岐町,,,,,,,37004,海部郡
36387,37,徳島県,美波町,,,,,,,37004,海部郡
36388,37,徳島県,海陽町,,,,,,,37004,海部郡
36401,37,徳島県,松茂町,,,,,,,37002,板野郡
36402,37,徳島県,北島町,,,,,,,37002,板野郡
36403,37,徳島県,藍住町,,,,,,,37002,板野郡
36404,37,徳島県,板野町,,,,,,,37002,板野郡
36405,37,徳島県,上板町,,,,,,,37002,板野郡
36468,37,徳島県,つるぎ町,,,,,,,37009,美馬郡
36489,37,徳島県,東みよし町,,,,,,,37010,三好郡
37201,36,香川県,高松市,3601,高松市,,,,,,
37202,36,香川県,丸亀市,3602,丸亀市,,,,,,
37203,36,香川県,坂出市,3603,坂出市,,,,,,
37204,36,香川県,善通寺市,3604,善通寺市,,,,,,
37205,36,香川県,観音寺市,3605,観音寺市,,,,,,
37206,36,香川県,さぬき市,3606,さぬき市,,,,,,
37207,36,香川県,東かがわ市,3607,東かがわ市,,,,,,
37208,36,香川県,三豊市,3608,三豊市,,,,,,
37322,36,香川県,土庄町,,,,,,,36005,小豆郡
37324,36,香川県,小豆島町,,,,,,,36005,小豆郡
37341,36,香川県,三木町,,,,,,,36004,木田郡
37364,36,香川県,直島町,,,,,,,36003,香川郡
37386,36,香川県,宇多津町,,,,,,,36001,綾歌郡
37387,36,香川県,綾川町,,,,,,,36001,綾歌郡
37403,36,香川県,琴平町,,,,,,,36006,仲多度郡
37404,36,香川県,多度津町,,,,,,,36006,仲多度郡
37406,36,香川県,まんのう町,,,,,,,36006,仲多度郡
38201,38,愛媛県,松山市,3801,松山市,,,,,,
38202,38,愛媛県,今治市,3802,今治市,,,,,,
38203,38,愛媛県,宇和島市,3803,宇和島市,,,,,,
38204,38,愛媛県,八幡浜市,3804,八幡浜市,,,,,,
38205,38,愛媛県,新居浜市,3805,新居浜市,,,,,,
38206,38,愛媛県,西条市,3806,西条市,,,,,,
38207,38,愛媛県,大洲市,3807,大洲市,,,,,,
38210,38,愛媛県,伊予市,3810,伊予市,,,,,,
38213,38,愛媛県,四国中央市,3813,四国中央市,,,,,,
38214,38,愛媛県,西予市,3814,西予市,,,,,,
38215,38,愛媛県,東温市,3815,東温市,,,,,,
38356,38,愛媛県,上島町,,,,,,,35010,豊田郡
38386,38,愛媛県,久万高原町,,,,,,,38005,上浮穴郡
38401,38,愛媛県,松前町(愛媛),,,,,,,38001,伊予郡
38402,38,愛媛県,砥部町,,,,,,,38001,伊予郡
38422,38,愛媛県,内子町,,,,,,,38006,喜多郡
38442,38,愛媛県,伊方町,,,,,,,38010,西宇和郡
38484,38,愛媛県,松野町,,,,,,,38007,北宇和郡
38488,38,愛媛県,鬼北町,,,,,,,38007,北宇和郡
38506,38,愛媛県,愛南町,,,,,,,38012,南宇和郡
39201,39,高知県,高知市,3901,高知市,,,,,,
39202,39,高知県,室戸市,3902,室戸市,,,,,,
39203,39,高知県,安芸市,3903,安芸市,,,,,,
39204,39,高知県,南国市,3909,南国市,,,,,,
39205,39,高知県,土佐市,3904,土佐市,,,,,,
39206,39,高知県,須崎市,3905,須崎市,,,,,,
39208,39,高知県,宿毛市,3907,宿毛市,,,,,,
39209,39,高知県,土佐清水市,3908,土佐清水市,,,,,,
39210,39,高知県,四万十市,3910,四万十市,,,,,,
39211,39,高知県,香南市,3911,香南市,,,,,,
39212,39,高知県,香美市,3912,香美市,,,,,,
39301,39,高知県,東洋町,,,,,,,39002,安芸郡
39302,39,高知県,奈半利町,,,,,,,39002,安芸郡
39303,39,高知県,田野町,,,,,,,39002,安芸郡
39304,39,高知県,安田町,,,,,,,39002,安芸郡
39305,39,高知県,北川村,,,,,,,39002,安芸郡
39306,39,高知県,馬路村,,,,,,,39002,安芸郡
39307,39,高知県,芸西村,,,,,,,39002,安芸郡
39341,39,高知県,本山町,,,,,,,39006,長岡郡
39344,39,高知県,大豊町,,,,,,,39006,長岡郡
39363,39,高知県,土佐町,,,,,,,39005,土佐郡
39364,39,高知県,大川村,,,,,,,39005,土佐郡
39386,39,高知県,いの町,,,,,,,39001,吾川郡
39387,39,高知県,仁淀川町,,,,,,,39001,吾川郡
39401,39,高知県,中土佐町,,,,,,,39004,高岡郡
39402,39,高知県,佐川町,,,,,,,39004,高岡郡
39403,39,高知県,越知町,,,,,,,39004,高岡郡
39405,39,高知県,梼原町,,,,,,,39004,高岡郡
39410,39,高知県,日高村,,,,,,,39004,高岡郡
39411,39,高知県,津野町,,,,,,,39004,高岡郡
39412,39,高知県,四万十町,,,,,,,39004,高岡郡
39424,39,高知県,大月町,,,,,,,39007,幡多郡
39427,39,高知県,三原村,,,,,,,39007,幡多郡
39428,39,高知県,黒潮町,,,,,,,39007,幡多郡
40100,40,福岡県,北九州市,4021,北九州市,,,,,,
40101,40,福岡県,北九州市 門司区,4021,北九州市,402101, 門司区,,,,
